crop_type,phase,temp (°C),humidity (%),rain (mm),wind_speed (km/h),suggestion
Green Gram,Harvest,29,68,3,10,"Moderate temperature with low rainfall provides ideal harvesting conditions. Schedule harvesting during early morning hours to prevent pod shattering in hot conditions. Implement proper drying procedures immediately after harvest and ensure adequate storage facilities with proper ventilation."
Rice,Germination,26,85,45,5,"High humidity and adequate rainfall favor germination. For direct seeded rice, ensure proper land leveling to avoid uneven germination. In seedbed nurseries, monitor water levels carefully and protect from birds. Apply appropriate seed treatments to prevent seedling diseases."
Rice,Vegetative,29,82,40,6,"Warm temperature with high humidity supports tillering and leaf development. Maintain optimal water levels in paddy fields - typically 5cm depth. Monitor for leaf blast disease which can spread rapidly in humid conditions. Train workers to recognize symptoms early and follow fungicide application protocols if needed."
Rice,Flowering,30,75,25,7,"Reduced rainfall during flowering period is beneficial. Maintain water levels but avoid overflow which can damage inflorescence. Monitor for rice stem borers and implement pheromone traps. Ensure proper fertilization before flowering to maximize panicle formation."
Rice,Harvest,28,65,5,9,"Lower humidity and dry conditions are ideal for harvesting. Schedule harvest when grain moisture content reaches 20-22%. Ensure proper threshing and drying facilities are available to bring moisture content down to 14% for storage. Monitor weather forecasts to avoid unexpected rainfall."
Sorghum,Germination,28,75,25,6,"Moderate rainfall and warm soil temperature promote uniform germination. Treat seeds with appropriate fungicides before sowing. Implement proper spacing to allow optimum plant population density. Monitor for shoot fly which can attack young seedlings."
Sorghum,Vegetative,32,70,30,8,"Warm temperature promotes rapid vegetative growth. Ensure adequate soil moisture during this critical growth stage. Monitor for fall armyworm which can cause extensive defoliation. Train workers to recognize leaf damage patterns and implement appropriate integrated pest management practices."
Sorghum,Flowering,33,65,15,9,"Hot and relatively dry conditions are suitable for flowering. Watch for sorghum midge which can damage developing grains. Time insecticide applications carefully to protect pollinators. Monitor for grain mold if unexpected rains occur during this phase."
Sorghum,Harvest,30,60,5,10,"Dry conditions are essential for proper grain maturation and harvesting. Delay harvest if unexpected rain occurs and monitor grain moisture content. Schedule harvesting when grain moisture drops to 15-16%. Ensure proper drying facilities are available to reach 12% moisture for storage."
Pearl Millet,Germination,30,70,20,7,"Warm soil temperature promotes rapid germination. Avoid deep sowing as it can lead to poor emergence. Implement proper spacing according to recommended plant population density. Apply appropriate seed treatments to prevent seedling diseases."
Pearl Millet,Vegetative,32,68,25,8,"Warm temperature with moderate rainfall supports vegetative growth. Ensure adequate soil moisture during this phase. Monitor for downy mildew which can severely impact young plants. Implement appropriate crop rotation and use resistant varieties when available."
Pearl Millet,Flowering,34,60,10,10,"Hot and relatively dry conditions favor flowering and pollination. Monitor for head miner and head caterpillars which can damage developing inflorescence. Apply appropriate insecticides if infestation levels warrant intervention following safety protocols."
Pearl Millet,Harvest,31,55,5,11,"Dry conditions with ample sunshine facilitate proper grain drying in the field. Monitor for bird damage as grains mature. Schedule harvesting when grain moisture content is appropriate. Ensure proper threshing and cleaning facilities are available."
Finger Millet,Germination,26,75,30,6,"Moderate temperature with adequate soil moisture promotes uniform germination. Prepare fine seedbed for optimum germination of small seeds. Monitor for seedling blight which can cause significant stand loss under wet conditions."
Finger Millet,Vegetative,28,70,35,7,"Moderate temperature with adequate rainfall supports vegetative growth. Monitor for blast disease which can affect leaves during this stage. Implement proper weed management as finger millet is sensitive to weed competition during early growth."
Finger Millet,Flowering,30,65,15,8,"Moderate temperature with relatively lower humidity favors flowering. Monitor for neck blast disease which can severely impact yield. Apply appropriate fungicides if disease pressure is high following recommended safety protocols."
Finger Millet,Harvest,29,60,5,9,"Dry conditions are essential for proper grain maturation and harvesting. Schedule harvesting when grains are fully mature but before shattering begins. Ensure proper drying facilities are available to reach safe moisture content for storage."
Groundnut,Germination,29,75,25,6,"Warm soil temperature with adequate moisture promotes good germination. Avoid waterlogging which can lead to seed rot. Treat seeds with appropriate fungicides before planting. Ensure proper soil preparation for these large-seeded legumes."
Groundnut,Vegetative,31,70,30,7,"Warm temperature supports rapid vegetative growth. Monitor for early leaf spot and rust which can reduce photosynthetic area. Train workers to recognize early symptoms and implement timely fungicide applications if disease pressure warrants."
Groundnut,Flowering,32,65,20,8,"Warm temperature during flowering helps pollen viability. Ensure adequate soil moisture as groundnut is sensitive to drought during this stage. Monitor for thrips which can damage flowers and reduce yield potential."
Groundnut,Harvest,30,60,5,10,"Relatively dry conditions are ideal for harvesting. Monitor soil moisture to determine optimal timing - overly dry soil can lead to pod loss during digging. Ensure proper drying facilities to reach safe moisture content of 8-10% for storage."
Sesame,Germination,30,70,20,7,"Warm soil temperature promotes rapid germination of these small seeds. Prepare fine seedbed and avoid deep planting. Monitor for seedling diseases which can cause damping-off under humid conditions."
Sesame,Vegetative,32,65,25,8,"Warm temperature supports vegetative growth. Ensure adequate but not excessive soil moisture as sesame is sensitive to waterlogging. Monitor for leaf webber and capsule borer which can damage growing plants."
Sesame,Flowering,33,60,15,9,"Hot and relatively dry conditions favor flowering and capsule formation. Monitor for phyllody disease which can transform floral parts into leafy structures. Apply appropriate insecticides if pest pressure warrants intervention."
Sesame,Harvest,31,55,5,10,"Dry conditions are essential for proper seed maturation and harvesting. Schedule harvesting when lower capsules begin to split but before significant shattering occurs. Ensure proper drying facilities to reach safe moisture content for storage."
Sugarcane,Germination,28,80,40,6,"Warm soil temperature with adequate moisture promotes bud sprouting and establishment. Treat setts with appropriate fungicides before planting. Monitor for termite damage which can affect newly planted material."
Sugarcane,Vegetative,30,75,45,7,"Warm temperature with adequate moisture supports rapid vegetative growth. Monitor for early shoot borer which can damage young shoots. Ensure proper weed management as early competition can significantly reduce yield potential."
Sugarcane,Flowering,32,70,20,8,"Flowering (arrowing) is generally not desired in commercial sugarcane production as it reduces sugar content. Monitor for flowering and implement appropriate management practices. Ensure adequate irrigation during this phase if rainfall is insufficient."
Sugarcane,Harvest,29,65,5,10,"Relatively dry conditions are ideal for harvesting. Schedule harvesting based on crop maturity and sugar content. Monitor for field fires which can be a hazard during the dry harvest season. Ensure proper transportation logistics to minimize post-harvest sugar losses."
Cotton,Germination,30,70,25,7,"Warm soil temperature promotes uniform germination. Treat seeds with appropriate fungicides before planting. Implement proper spacing according to variety recommendations. Monitor for seedling diseases which can cause significant stand loss."
Cotton,Vegetative,32,65,30,8,"Warm temperature supports vegetative growth. Monitor for sucking pests like aphids, jassids, and whiteflies which can damage young plants. Train workers to recognize early pest damage symptoms and implement appropriate integrated pest management practices."
Cotton,Flowering,33,60,15,9,"Hot and relatively dry conditions favor flowering and boll development. Monitor for bollworms which can cause significant yield loss. Implement pheromone traps for monitoring pest populations and time insecticide applications appropriately."
Cotton,Harvest,31,55,5,10,"Dry conditions are essential for proper boll opening and harvesting. Schedule picking when maximum bolls are open but before quality deterioration begins. Ensure proper storage facilities with appropriate moisture and temperature control."
Turmeric,Germination,27,80,35,5,"Moderate temperature with adequate soil moisture promotes rhizome sprouting. Treat rhizomes with appropriate fungicides before planting. Implement proper mulching to conserve soil moisture and suppress weeds."
Turmeric,Vegetative,29,75,40,6,"Moderate temperature with adequate soil moisture supports vegetative growth. Monitor for shoot borer which can damage growing shoots. Ensure proper mulching and weed management throughout this prolonged phase."
Turmeric,Flowering,30,70,25,7,"Flowering is not economically important in turmeric cultivation. Focus on leaf health to maximize rhizome development. Monitor for leaf spot diseases which can reduce photosynthetic area and ultimately affect rhizome yield."
Turmeric,Harvest,28,65,5,8,"Relatively dry conditions are ideal for harvesting. Monitor leaf senescence which indicates crop maturity. Ensure proper washing, boiling, and drying facilities are available to process harvested rhizomes according to market requirements."
Ginger,Germination,26,85,40,5,"Moderate temperature with high humidity promotes rhizome sprouting. Treat seed rhizomes with appropriate fungicides before planting. Implement proper mulching to conserve soil moisture and moderate soil temperature."
Ginger,Vegetative,28,80,45,6,"Moderate temperature with adequate soil moisture supports vegetative growth. Monitor for shoot borer and rhizome rot which can cause significant crop losses. Ensure proper drainage to prevent waterlogging which predisposes plants to diseases."
Ginger,Flowering,29,75,25,7,"Flowering is rare and not economically important in ginger cultivation. Focus on leaf health to maximize rhizome development. Monitor for leaf spot diseases which can reduce photosynthetic area and affect rhizome yield."
Ginger,Harvest,27,70,5,8,"Relatively dry conditions facilitate harvesting operations. Monitor leaf senescence which indicates crop maturity. Ensure proper washing and drying facilities are available to process harvested rhizomes according to market requirements."
Chili,Germination,28,75,20,6,"Warm soil temperature promotes uniform germination. Prepare fine seedbed for these small seeds. Use seedling trays for initial development when possible. Monitor for damping-off disease which can cause significant seedling losses."
Chili,Vegetative,30,70,25,7,"Warm temperature supports vegetative growth. Monitor for thrips and mites which can damage young plants. Ensure adequate but not excessive soil moisture as chili is sensitive to both drought and waterlogging."
Chili,Flowering,32,65,15,8,"Warm temperature with moderate humidity favors flowering and fruit set. Monitor for flower drop which can occur under stress conditions. Apply appropriate fertilizers to support the heavy nutrient demand during this phase."
Chili,Harvest,31,60,5,9,"Relatively dry conditions are ideal for harvesting. Schedule multiple pickings according to fruit maturity. Monitor for anthracnose which can affect ripening fruits especially during unexpected rainfall. Ensure proper drying facilities for processing harvested fruits."
Brinjal,Germination,27,80,25,6,"Moderate temperature with adequate soil moisture promotes uniform germination. Use seedling trays for initial development when possible. Monitor for damping-off disease which can cause significant seedling losses."
Brinjal,Vegetative,29,75,30,7,"Moderate temperature supports vegetative growth. Monitor for shoot and fruit borer which can tunnel into growing shoots. Implement appropriate staking or support systems for heavy-fruiting varieties."
Brinjal,Flowering,31,70,20,8,"Warm temperature favors flowering and fruit set. Monitor for flower drop which can occur under stress conditions. Apply appropriate fertilizers to support the heavy nutrient demand during this phase."
Brinjal,Harvest,30,65,5,9,"Relatively dry conditions facilitate multiple harvesting operations. Schedule harvesting based on fruit size and market requirements. Monitor for fruit rot which can occur during wet weather. Ensure proper handling to minimize post-harvest losses."
Tomato,Germination,26,80,20,6,"Moderate temperature promotes uniform germination. Use seedling trays for initial development. Apply appropriate seed treatments to prevent seedling diseases. Monitor for damping-off which can cause significant seedling losses."
Tomato,Vegetative,28,75,25,7,"Moderate temperature supports vegetative growth. Implement appropriate training and pruning practices. Monitor for early blight which can affect leaves during this stage. Apply preventive fungicides if disease pressure is high."
Tomato,Flowering,30,70,15,8,"Warm temperature with moderate humidity favors flowering and fruit set. Apply blossom set hormones if flower drop is a problem. Monitor for fruit borers which can damage developing fruits."
Tomato,Harvest,29,65,5,9,"Relatively dry conditions are ideal for harvesting. Schedule multiple pickings according to fruit maturity and market requirements. Ensure proper handling, grading, and packaging facilities to minimize post-harvest losses."
Onion,Germination,24,75,20,7,"Moderate temperature promotes uniform germination of these small seeds. Prepare fine seedbed and maintain consistent soil moisture. Monitor for damping-off disease which can cause significant seedling losses."
Onion,Vegetative,26,70,25,8,"Moderate temperature supports leaf and bulb development. Monitor for thrips which can cause significant damage to developing leaves. Ensure appropriate spacing to allow proper bulb development."
Onion,Flowering,28,65,10,9,"Flowering (bolting) is generally not desired in commercial onion production as it reduces bulb quality. Monitor for early bolting and implement appropriate management practices. Ensure adequate soil moisture during bulb development."
Onion,Harvest,27,60,5,10,"Dry conditions are essential for proper bulb maturation and harvesting. Monitor for neck fall which indicates crop maturity. Ensure proper curing and storage facilities to minimize post-harvest losses and extend marketing period."
Coconut,Germination,28,85,40,6,"High humidity and adequate soil moisture promote germination of these large seeds. Plant seed nuts in nursery beds or directly in polybags. Monitor for germination rate and seedling vigor. Provide appropriate shade during initial establishment."
Coconut,Vegetative,30,80,45,7,"Young palms require adequate soil moisture during establishment years. Monitor for rhinoceros beetle which can damage growing point. Implement proper weed management around young palms to reduce competition for nutrients and water."
Coconut,Flowering,32,75,30,8,"Mature palms produce flowers continuously throughout the year. Monitor for eriophyid mite which can damage developing nuts. Ensure adequate nutrition especially potassium which is crucial for nut development."
Coconut,Harvest,31,70,15,9,"Harvesting occurs throughout the year as nuts mature. Train climbers in safe harvesting techniques. Ensure proper processing facilities for different coconut products according to market requirements."
Banana,Germination,26,85,35,6,"For tissue culture plants, acclimatization requires high humidity and moderate temperature. For sucker planting, ensure adequate soil moisture for establishment. Monitor for sucking pests during this vulnerable period."
Banana,Vegetative,28,80,40,7,"Moderate temperature with adequate soil moisture supports rapid vegetative growth. Monitor for leaf spot diseases which can reduce photosynthetic area. Implement proper propping/supporting systems as pseudostems develop to prevent toppling."
Banana,Flowering,30,75,30,8,"Moderate temperature with adequate soil moisture promotes proper bunch development. Implement bunch covering with appropriate materials to protect developing fruits. Monitor for thrips which can damage developing fruits."
Banana,Harvest,29,70,15,9,"Relatively dry conditions facilitate harvesting operations. Harvest bunches at appropriate maturity stage according to market requirements and transportation distance. Ensure proper ripening facilities if required for immediate marketing."
Mango,Germination,29,75,30,6,"For nursery propagation, maintain adequate soil moisture and moderate temperature. For grafted plants, ensure proper care during establishment period. Provide appropriate shade during initial growth stage."
Mango,Vegetative,31,70,35,7,"Warm temperature supports vegetative flush. Monitor for hoppers which can damage new growth. Implement appropriate training and pruning practices during formative years to develop proper tree architecture."
Mango,Flowering,33,65,10,9,"Relatively dry and cool conditions induce flowering. Monitor for powdery mildew which can severely damage inflorescence. Apply appropriate fungicides if disease pressure is high following recommended safety protocols."
Mango,Harvest,32,60,5,10,"Dry conditions are ideal for fruit maturation and harvesting. Schedule harvesting based on fruit maturity indices appropriate for variety and market requirements. Ensure proper handling, grading, and packaging facilities to minimize post-harvest losses."
Cashew,Germination,28,80,25,7,"For nursery propagation, maintain adequate soil moisture and warm temperature. Select large, healthy nuts for planting. Provide appropriate shade during initial growth stage."
Cashew,Vegetative,30,75,30,8,"Warm temperature supports vegetative growth. Implement appropriate training and pruning practices during formative years. Monitor for tea mosquito bug which can damage new flushes."
Cashew,Flowering,32,70,15,9,"Relatively dry conditions during flowering period improve pollination efficiency. Monitor for inflorescence pests which can reduce yield potential. Apply appropriate pest management measures following recommended safety protocols."
Cashew,Harvest,31,65,5,10,"Dry conditions are essential for proper nut and apple maturation. Schedule harvesting when nuts naturally detach from apples. Ensure proper processing facilities for nuts according to market requirements."
Tapioca,Germination,29,80,30,6,"For stem cuttings, warm soil temperature with adequate moisture promotes sprouting. Plant high-quality disease-free stem cuttings. Implement proper spacing according to variety and production system."
Tapioca,Vegetative,31,75,35,7,"Warm temperature supports rapid vegetative growth. Monitor for spider mites which can cause significant defoliation especially during dry spells. Ensure adequate soil moisture during tuber initiation phase."
Tapioca,Flowering,32,70,20,8,"Flowering is not economically important in tapioca cultivation. Focus on leaf health to maximize tuber development. Monitor for cassava mosaic disease which can severely reduce yield potential."
Tapioca,Harvest,30,65,10,9,"Relatively dry conditions facilitate harvesting operations. Schedule harvesting based on crop age and market requirements. Ensure proper processing facilities for fresh consumption or value addition."
Maize,Germination,27,75,30,6,"Warm soil temperature promotes uniform germination. Implement proper spacing according to hybrid recommendations. Monitor for seedling pests like cutworm which can cause significant stand reduction."
Maize,Vegetative,29,70,35,7,"Warm temperature supports rapid vegetative growth. Ensure adequate soil moisture especially during tasseling. Monitor for fall armyworm which has become a significant pest. Train workers to recognize early infestation symptoms."
Maize,Flowering,31,65,20,8,"Warm temperature with adequate soil moisture supports pollination. Avoid water stress during this critical period which can significantly reduce yield. Monitor for cob borers which can damage developing kernels."
Maize,Harvest,30,60,5,9,"Dry conditions are essential for proper grain maturation and harvesting. Schedule harvesting when grain moisture reaches appropriate level. Ensure proper drying facilities to reach safe moisture content for storage."
Horse Gram,Germination,28,70,25,6,"Moderate temperature with adequate soil moisture promotes uniform germination. This drought-tolerant crop requires minimal inputs. Implement proper spacing according to local recommendations."
Horse Gram,Vegetative,30,65,20,7,"Moderate temperature supports vegetative growth. This hardy crop requires minimal pest management. Monitor for leaf folder which occasionally affects the crop."
Horse Gram,Flowering,32,60,10,8,"Relatively dry conditions during flowering period improve pod set. Monitor for pod borers which can damage developing pods. Apply appropriate pest management measures if infestation levels warrant intervention."
Horse Gram,Harvest,31,55,5,9,"Dry conditions are essential for proper pod maturation and harvesting. Schedule harvesting when pods are fully mature but before excessive shattering occurs. Ensure proper threshing and cleaning facilities."
Ragi,Germination,26,75,30,5,"Moderate temperature with adequate soil moisture promotes uniform germination of these small seeds. Prepare fine seedbed for optimum germination. Monitor for seedling blight under wet conditions."
Ragi ,Vegetative,28,70,35,6,"Moderate temperature with adequate rainfall supports vegetative growth. Implement proper weed management as finger millet is sensitive to weed competition during early growth. Monitor for blast disease which can affect leaves."
Ragi ,Flowering,30,65,15,7,"Moderate temperature with relatively lower humidity favors flowering. Monitor for neck blast disease which can severely impact yield. Apply appropriate fungicides if disease pressure is high."
Ragi,Harvest,29,60,5,8,"Dry conditions are essential for proper grain maturation and harvesting. Schedule harvesting when grains are fully mature but before shattering begins. Ensure proper drying facilities to reach safe moisture content for storage."
Coriander,Germination,25,75,20,5,"Moderate temperature promotes uniform germination of these small seeds. Prepare fine seedbed and maintain consistent soil moisture. Shallow sowing is recommended for these light-sensitive seeds."
Coriander,Vegetative,27,70,25,6,"Moderate temperature supports leaf development. Monitor for aphids which can transmit viral diseases. For leaf production, maintain adequate soil moisture and fertility for repeated harvests."
Coriander,Flowering,29,65,15,7,"For seed production, moderate temperature with adequate soil moisture supports inflorescence development. Monitor for seed midge which can damage developing seeds. Apply appropriate pest management measures if required."
Coriander,Harvest,28,60,5,8,"For leaf harvest, schedule multiple cuttings according to market requirements. For seed harvest, dry conditions are essential for proper seed maturation. Ensure proper drying facilities to reach safe moisture content for storage."
Lady's Finger (Okra),Germination,28,75,25,6,"Warm soil temperature promotes uniform germination. Implement proper spacing according to variety recommendations. Monitor for seedling pests like leaf miners which can damage cotyledonary leaves."
Lady's Finger (Okra),Vegetative,30,70,30,7,"Warm temperature supports rapid vegetative growth. Monitor for yellow vein mosaic virus which is transmitted by whitefly. Use resistant varieties when available and implement appropriate vector management."
Lady's Finger (Okra),Flowering,32,65,20,8,"Warm temperature with adequate soil moisture supports flowering and fruit set. Monitor for fruit borers which can damage developing fruits. Implement proper nutrition to support continuous fruiting."
Lady's Finger (Okra),Harvest,31,60,10,9,"Relatively dry conditions facilitate multiple harvesting operations. Schedule frequent harvests (typically every 2-3 days) for tender fruits. Ensure proper handling to minimize post-harvest losses and maintain quality."
Black Pepper,Germination,27,85,40,5,"For vegetative propagation, high humidity and moderate temperature promote rapid establishment. Provide appropriate shade during establishment period. Monitor for disease outbreaks which can affect young vines."
Black Pepper,Vegetative,29,80,45,6,"Moderate temperature with high humidity supports vine growth. Implement appropriate training systems on support trees or structures. Monitor for quick wilt disease which can cause rapid decline of vines."
Black Pepper,Flowering,30,75,35,7,"Moderate temperature with adequate humidity supports spike development. Monitor for pollu beetle which can damage developing spikes. Apply appropriate pest management measures following recommended safety protocols."
Black Pepper,Harvest,28,70,15,8,"Relatively dry conditions facilitate harvesting operations. Schedule harvesting when berries are fully developed but still green for black pepper production. Ensure proper drying facilities to produce quality pepper."
Cardamom,Germination,24,90,45,4,"For seedling propagation, high humidity and moderate temperature promote germination. Provide appropriate shade during initial establishment. For sucker planting, ensure adequate soil moisture for establishment."
Cardamom,Vegetative,26,85,50,5,"Cool temperature with high humidity supports vegetative growth. This shade-loving crop requires appropriate canopy management. Monitor for thrips which can damage young leaves."
Cardamom,Flowering,28,80,40,6,"Moderate temperature with high humidity supports flowering. Monitor for capsule borer which can damage developing capsules. Apply appropriate pest management measures following recommended safety protocols."
Cardamom,Harvest,27,75,20,7,"Relatively higher humidity compared to other crops is acceptable during harvesting. Schedule multiple harvests as capsules mature at different times. Ensure proper drying facilities to produce quality cardamom."
Coffee,Germination,25,85,35,5,"For seedling propagation, high humidity and moderate temperature promote germination. Provide appropriate shade during initial establishment in nursery. Implement proper disease management to prevent damping-off."
Coffee,Vegetative,27,80,40,6,"Moderate temperature with adequate humidity supports vegetative growth. This shade-loving crop requires appropriate canopy management. Monitor for leaf rust which can cause significant defoliation."
Coffee,Flowering,29,75,20,7,"Moderate temperature with slightly drier conditions induces flowering. Adequate soil moisture during this phase is critical for proper berry development. Monitor for berry borer which can damage developing berries."
Coffee,Harvest,28,70,10,8,"Relatively dry conditions facilitate harvesting operations. Schedule selective picking of fully ripened berries for premium quality. Ensure proper processing facilities according to intended product (wet or dry process)."
Tea,Germination,23,85,40,5,"For seedling propagation, high humidity and cool temperature promote germination. Provide appropriate shade during initial establishment in nursery. For vegetative propagation, maintain high humidity for successful establishment."
Tea,Vegetative,25,80,45,6,"Cool temperature with high humidity supports vegetative growth and flush production. Implement appropriate pruning practices to maintain plucking table. Monitor for blister blight which can damage tender leaves."
Tea,Flowering,27,75,30,7,"Flowering is not desired in commercial tea production as it reduces the quality of harvest. Implement appropriate management practices to minimize flowering. Focus on maintaining healthy flush production."
Tea,Harvest,26,70,20,8,"Regular harvesting of fresh flush (typically 2-3 leaves and a bud) occurs throughout the growing season. Ensure proper plucking standards are maintained for quality production. Monitor leaf moisture during processing."
Sunflower,Germination,28,70,25,7,"Warm soil temperature promotes uniform germination. Implement proper spacing according to hybrid recommendations. Monitor for bird damage which can reduce stand establishment."
Sunflower,Vegetative,30,65,30,8,"Warm temperature supports rapid vegetative growth. Monitor for leaf eating caterpillars which can cause significant defoliation. Implement appropriate weed management especially during early growth stages."
Sunflower,Flowering,32,60,15,9,"Hot and relatively dry conditions favor flowering and seed set. Monitor for head borer which can damage developing seeds. Implement appropriate pollinator management to enhance seed set if required."
Sunflower,Harvest,31,55,5,10,"Dry conditions are essential for proper seed maturation and harvesting. Schedule harvesting when back of heads turn yellow to brownish. Ensure proper drying facilities to reach safe moisture content for storage or oil extraction."
Safflower,Germination,26,70,20,7,"Moderate temperature promotes uniform germination. This drought-tolerant crop requires minimal irrigation. Implement proper spacing according to variety recommendations."
Safflower,Vegetative,28,65,25,8,"Moderate temperature supports rosette and stem elongation phases. Monitor for aphids which can vector viral diseases. This relatively pest-free crop requires minimal pest management under normal conditions."
Safflower,Flowering,30,60,10,9,"Relatively dry conditions during flowering period improve seed set. Monitor for capsule borer which can damage developing seeds. Apply appropriate pest management measures if infestation levels warrant intervention."
Safflower,Harvest,29,55,5,10,"Dry conditions are essential for proper seed maturation and harvesting. Schedule harvesting when plants have dried completely but before excessive shattering occurs. Ensure proper drying facilities for oil extraction."
Castor,Germination,29,75,25,6,"Warm soil temperature promotes uniform germination of these large seeds. Implement proper spacing according to variety recommendations. Monitor for termite damage which can affect germinating seeds."
Castor,Vegetative,31,70,30,7,"Warm temperature supports rapid vegetative growth. Monitor for semilooper which can cause significant defoliation. Implement appropriate training practices for determinate varieties."
Castor,Flowering,33,65,15,8,"Warm temperature with moderate humidity supports spike development. Monitor for capsule borer which can damage developing capsules. Implement appropriate nutrition management to support multiple order spikes."
Castor,Harvest,32,60,5,9,"Dry conditions are essential for proper capsule maturation and harvesting. Schedule multiple harvests as spikes mature at different times. Ensure proper drying and decorticating facilities for oil extraction."
Mustard,Germination,25,70,20,6,"Moderate temperature promotes uniform germination of these small seeds. Prepare fine seedbed for optimum germination. Implement proper spacing according to variety recommendations."
Mustard,Vegetative,27,65,25,7,"Moderate temperature supports rosette development. Monitor for aphids which can cause stunting and transmit viral diseases. Implement appropriate weed management especially during early growth stages."
Mustard,Flowering,29,60,10,8,"Moderate temperature with relatively dry conditions improves flowering and pod set. Monitor for painted bug which can damage developing pods. Apply appropriate pest management measures if infestation levels warrant intervention."
Mustard,Harvest,28,55,5,9,"Dry conditions are essential for proper pod maturation and harvesting. Schedule harvesting when pods turn yellowish but before excessive shattering occurs. Ensure proper drying facilities to reach safe moisture content for storage or oil extraction."
Garlic,Germination,22,70,15,7,"Cool temperature promotes proper sprouting of cloves. Plant good quality disease-free cloves. Implement proper spacing according to local recommendations. Apply appropriate soil fumigation if white rot has been a problem."
Garlic,Vegetative,24,65,20,8,"Cool temperature supports leaf development and bulb initiation. Monitor for thrips which can cause significant damage to developing leaves. Ensure adequate soil moisture during bulb development phase."
Garlic,Flowering,26,60,10,9,"Flowering (bolting) is generally not desired in commercial garlic production as it reduces bulb quality. Remove scapes (flower stalks) as they appear. Ensure adequate nutrition especially sulfur for proper flavor development."
Garlic,Harvest,25,55,5,10,"Dry conditions are essential for proper bulb maturation and harvesting. Monitor for neck fall and leaf yellowing which indicates crop maturity. Ensure proper curing facilities to extend storage life and market window."
